price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;lat;long;sqft_living15;sqft_lot15
215000;3;1;1610;7140;1;0;0;3;7;1080;530;1976;0;473.943;-122.189;1800;7600
550000;3;2;1810;2159;1;0;0;3;7;1010;800;1922;0;476.273;-122.345;1810;2159
339950;2;1;800;3090;1;0;0;4;6;800;0;1925;0;475.518;-122.277;1400;3090
470000;3;2.5;2280;6134;2;0;0;3;8;2280;0;2004;0;475.335;-121.854;2640;6167
780000;5;1.5;1940;4800;2;0;0;3;8;1940;0;1905;0;476.845;-122.332;1750;4800
299500;3;1.75;1820;8813;2;0;0;3;7;1820;0;1994;0;472.622;-122.303;1780;7349
275000;3;2.5;1830;7062;2;0;0;3;7;1830;0;1990;0;472.895;-122.352;1820;6434
1.15E+06;3;2.5;4190;9624;2;0;0;3;10;4190;0;1999;0;475.642;-122.127;3650;8321
1.65E+06;4;2.5;2780;11904;1;0;1;5;8;1730;1050;1951;0;476.209;-122.216;3590;13860
290000;3;2;1310;6265;1;0;0;3;7;1310;0;1988;0;473.893;-122.051;1100;6360
498000;4;2.5;3402;14355;2;0;0;3;10;2846;556;2014;0;473.009;-122.385;3402;8487
625000;4;2.5;1750;9000;1;0;0;3;8;1410;340;1977;2003;476.403;-122.105;2120;9600
538000;3;3.5;2620;10137;2;0;0;3;8;1970;650;1992;0;474.979;-122.371;1960;7680
320000;3;1;1270;7400;1;0;2;4;7;1270;0;1956;0;474.831;-122.191;1800;7400
850000;2;1.5;2210;5000;1;0;2;3;8;1530;680;1951;0;476.122;-122.288;2700;5000
1.00E+06;5;1;2010;5210;1.5;0;0;3;9;1890;120;1927;0;476.501;-122.37;2330;5000
1.21E+06;4;3.5;3590;5335;2;0;2;3;9;3140;450;2006;0;476.762;-122.267;2100;6250
808000;4;2.75;3340;7230;2;0;0;3;9;3340;0;1996;0;47.549;-122.096;3230;7529
486700;2;1;1200;6278;1;0;0;3;7;1080;120;1942;0;477.001;-122.351;1200;6211
265000;3;2.75;1120;881;3;0;0;3;8;1120;0;1999;0;476.914;-122.343;1120;1087
289950;3;2.5;2070;5013;2;0;0;3;8;2070;0;1987;0;473.202;-122.395;1670;5013
369160;4;2.25;2120;9680;2;0;2;4;8;2120;0;1965;0;473.367;-122.332;2360;9647
637000;4;3.5;4083;68377;2;0;0;3;10;4083;0;2005;0;473.114;-122.262;2430;41382
265000;3;1.75;2200;7200;1;0;0;3;8;1270;930;1962;0;473.745;-122.276;1800;8000
775000;4;2.5;3890;34513;2;0;0;3;10;3890;0;1996;0;477.749;-122.048;3600;28435
259950;2;1;790;8100;1;0;0;3;6;790;0;1947;0;477.159;-122.305;1420;8100
864000;4;2.5;3190;49658;2;0;0;3;10;3190;0;1999;0;476.216;-122.015;3040;49658
565000;4;2.5;2330;7936;2;0;0;3;9;2330;0;1987;0;476.269;-122.03;2460;8137
308000;3;1;1980;39150;1.5;0;0;3;6;1580;400;1932;0;473.818;-122.225;1860;11811
238000;4;2.5;1690;7260;1;0;0;3;7;1080;610;1979;0;473.001;-122.368;1690;7700
490000;2;1.75;1670;4200;2;0;0;3;7;1670;0;1912;0;475.862;-122.387;1340;2875
465000;3;1;1580;3774;1.5;0;0;3;6;1580;0;1900;0;476.839;-122.361;1580;3860
625000;4;2.75;2290;21486;1;0;2;5;7;2290;0;1963;0;475.515;-122.189;2540;15936
409000;3;2.5;1950;7263;2;0;0;3;7;1950;0;2007;0;475.194;-121.869;2190;5900
589900;2;3;3160;66646;2;0;0;3;7;3160;0;1993;0;477.479;-122.034;3140;38790
360000;4;2.5;2490;4751;2;0;0;3;7;2490;0;2001;0;474.813;-122.188;2510;5233
277000;3;2.25;1610;11920;1;0;0;4;7;1110;500;1968;0;473.683;-122.279;1690;11839
925000;4;2.5;3110;11422;2;0;0;3;9;3110;0;1989;0;476.833;-122.271;2850;7254
385000;3;1.75;1200;7360;1;0;0;4;7;1200;0;1978;0;476.979;-122.13;1200;7500
235000;4;1.5;1920;11595;1;0;0;4;7;1920;0;1962;0;472.858;-122.212;1400;10550
580000;3;2.5;2040;4627;2;0;0;3;8;2040;0;1992;0;476.365;-122.108;2230;4500
300000;2;1;1220;75794;1;0;0;4;7;1220;0;1963;0;474.219;-122.007;2010;98010
670000;5;3;2520;13001;2;0;1;3;8;2010;510;1973;0;476.385;-122.114;2170;8215
265000;4;2.25;2300;9100;1;0;0;3;7;1280;1020;1977;0;474.576;-122.16;1640;9100
320000;3;2.5;1590;3480;2;0;0;3;7;1590;0;2004;0;474.805;-122.178;1680;3480
140000;3;1.75;1270;8991;2;0;0;3;7;1270;0;1981;0;473.563;-122.149;1270;8993
1.00E+06;4;3.25;3320;8587;3;0;0;3;11;2950;370;2008;0;47.691;-122.337;1860;5668
572500;3;2;2290;11200;2;0;0;3;9;2290;0;1979;0;476.517;-122.124;2250;10000
225000;3;2.5;1590;8449;2;0;0;3;7;1590;0;1989;0;473.493;-122.177;1750;7172
389000;2;1.75;1160;4848;2;0;1;4;7;1160;0;1949;0;47.542;-122.265;1990;7440
1.44E+06;4;1.75;2410;6000;1.5;0;0;3;8;2410;0;1911;0;476.369;-122.355;1280;4000
335606;3;2.5;2538;4600;2;0;0;3;8;2538;0;2013;0;472.584;-122.196;2570;4800
465000;3;1.75;1410;6886;1;0;0;3;7;1410;0;1924;2013;477.183;-122.353;1410;6561
338000;4;1.5;1790;17925;1;0;0;4;6;1790;0;1951;0;477.501;-122.302;1660;15165
495000;2;2.25;1160;1010;2;0;0;3;8;1000;160;2006;0;476.207;-122.301;1200;1170
285000;4;1.75;1870;22072;1;0;0;3;7;1070;800;1959;0;473.775;-122.165;2100;10185
467000;3;2.5;1425;1179;3;0;0;3;8;1425;0;2008;0;476.963;-122.318;1285;1253
485000;3;2.5;2340;59058;1;0;0;3;8;2340;0;1985;0;474.052;-122.028;2700;37263
699900;4;2.75;2810;7302;2;0;0;3;9;2810;0;2002;0;475.985;-121.977;2820;7302
316000;3;2.5;1490;4078;2;0;0;3;8;1490;0;1998;0;474.915;-122.155;1310;2767
330000;3;2.25;1620;7150;1;0;2;4;7;1280;340;1950;0;475.048;-122.241;1620;6930
329900;4;2.75;2475;4000;2;0;0;3;7;2475;0;2014;0;473.452;-122.209;2475;4000
490000;3;2.5;2410;11900;1;0;2;4;9;1600;810;1989;0;473.384;-122.34;3090;11902
638150;4;2.5;2170;7275;1;0;0;3;8;1820;350;1978;0;475.672;-122.09;2390;7275
564000;4;2.5;2870;6658;2;0;0;3;8;2870;0;2004;0;475.394;-121.878;2770;6658
568000;4;1.75;2790;17476;1;0;2;3;7;1450;1340;1956;0;474.556;-122.369;2790;16401
1.60E+06;3;3.25;3790;19000;2;0;4;3;10;3790;0;1985;0;47.724;-122.373;2740;18628
305000;4;2;2470;1831;2;0;0;3;7;1970;500;2009;0;474.645;-122.337;1310;7500
455000;5;3.5;3080;7759;2;0;0;3;8;2310;770;2003;0;477.454;-121.977;2980;8223
734500;4;2.75;3280;6845;2;0;0;3;10;3280;0;2003;0;477.042;-122.107;3280;7467
370000;3;1;1060;7419;1;0;2;4;6;1060;0;1906;0;477.712;-122.392;2190;5953
399950;2;2.25;1140;1184;2;0;0;3;8;1010;130;1999;0;47.659;-122.346;1140;1339
517000;3;2.25;1640;4635;1.5;0;0;3;8;1540;100;1930;0;476.793;-122.319;1530;4635
310000;3;1.5;1150;3323;2;0;0;3;7;1150;0;1988;0;475.707;-122.017;1150;2980
550000;4;2;2250;7500;1;0;0;5;7;1200;1050;1956;0;475.877;-122.157;1440;7500
279900;3;2;1410;6600;1;0;0;4;7;1410;0;1990;0;473.596;-122.089;1750;7150
550000;3;2;1810;12825;1;0;0;4;7;1810;0;1960;0;475.953;-122.14;1490;10800
207000;2;1.5;1068;1158;2;0;0;3;7;1068;0;1990;0;47.753;-122.244;1078;1278
325000;3;2.5;1800;8518;2;0;0;3;7;1800;0;1996;0;473.643;-122.185;1770;7570
185000;3;1.75;1080;9262;1;0;0;3;7;1080;0;1968;0;474.883;-122.248;1090;9262
344000;3;1;1150;12402;1;0;0;4;6;1150;0;1969;0;477.422;-122.099;1400;13600
480000;3;1.5;1540;20281;1;0;0;3;7;1540;0;1977;0;475.817;-122.007;1710;21090
450000;7;4;3150;7800;2;0;0;3;8;3150;0;2013;0;475.259;-122.279;1880;6000
540000;3;1.5;2600;5085;1;0;0;4;7;1400;1200;1940;0;475.659;-122.376;1320;4000
449000;4;2.75;2090;14141;1.5;0;0;4;8;1680;410;1941;0;474.333;-122.347;1990;12920
458400;4;2.5;1910;10300;1;0;0;3;8;1910;0;1921;1968;477.581;-122.359;1910;7750
1.10E+06;4;2.5;2570;9470;2;0;0;3;9;2570;0;2006;0;476.548;-122.19;2570;10663
790100;4;2.5;2590;9341;2;0;0;3;8;2590;0;1985;0;476.496;-122.114;2280;9510
551000;2;2;2260;9604;1;0;0;3;9;2260;0;1990;0;477.718;-122.208;2260;10747
360000;3;2;1930;15540;1;0;0;3;8;1260;670;1958;0;477.675;-122.307;1900;12123
215000;2;1;1480;5325;1;0;0;4;7;1120;360;1925;0;472.079;-121.993;1670;5800
658600;4;2;1400;4690;1.5;0;0;4;7;1400;0;1945;0;476.826;-122.378;1400;4690
305000;3;2.25;2110;7665;1;0;0;4;7;1360;750;1973;0;473.082;-122.372;1660;8436
480000;4;1;2080;5500;1;0;0;3;7;1040;1040;1941;0;476.838;-122.386;1280;4000
822600;4;2.5;3010;9600;1;0;2;3;9;1510;1500;1979;0;475.519;-122.156;2780;10000
215000;3;1;1200;7280;1;0;0;4;7;1200;0;1967;0;473.724;-122.277;1200;8400
319000;4;2.25;2380;7400;1;0;0;4;8;1760;620;1979;0;473.555;-122.149;1940;7400
335000;3;2.5;2260;8040;2;0;0;3;8;2260;0;1990;0;473.203;-122.184;2390;8040
602000;4;2.5;2000;7376;2;0;0;3;8;2000;0;1990;0;475.719;-121.999;1950;5218
135000;2;1;1220;7250;1;0;0;4;6;1220;0;1914;0;473.585;-121.975;1350;20250
580000;4;2.5;2130;35752;1;0;0;3;8;1490;640;1980;0;475.748;-122.031;3030;34000
752500;4;2.25;2360;8616;2;0;0;4;8;2360;0;1974;0;476.495;-122.198;2360;9337
196440;3;2;1560;7352;1;0;0;3;6;1560;0;1992;0;472.804;-122.251;1120;7950
278000;3;1;860;7632;1;0;0;3;6;860;0;1920;0;474.623;-122.345;890;7632
1.70E+06;5;3.5;5850;22885;2;0;2;4;11;4670;1180;1978;0;47.606;-122.211;3240;19020
550500;2;1.5;930;7400;1;0;2;4;7;830;100;1909;0;475.691;-122.408;1920;4152
2.30E+06;4;4;4360;8175;2.5;1;4;3;10;3940;420;2007;0;475.724;-122.104;2670;8525
324500;4;2.5;2110;3825;2;0;0;3;7;2110;0;2012;0;473.602;-122.082;2110;3825
190000;3;2;1320;7625;1;0;0;3;7;1320;0;1987;0;473.635;-122.045;1420;7500
359500;3;2.5;2070;4689;2;0;0;3;8;2070;0;2013;0;473.545;-122.056;1880;4593
330000;3;2.5;2370;9102;2;0;0;3;9;2370;0;1990;0;473.067;-122.394;2530;9883
505000;3;2;1110;8375;1;0;0;5;7;1110;0;1951;0;476.978;-122.297;1410;7734
190000;3;2.25;1640;7730;1;0;0;4;7;1220;420;1989;0;473.576;-122.039;1560;7566
399950;2;1;710;1157;2;0;0;4;7;710;0;1943;0;476.413;-122.329;1370;1173
548000;5;1.5;1700;7200;1.5;0;0;3;7;1700;0;1937;0;477.614;-122.203;1460;7194
975000;3;2.5;2530;7000;2.5;0;4;3;9;2530;0;1915;1999;475.465;-122.398;2380;7000
510000;3;2.5;1890;5929;2;0;0;3;8;1890;0;1993;0;475.697;-121.994;2060;5775
780000;4;1.75;2480;9195;1;0;0;3;7;1390;1090;1950;0;47.584;-122.195;2440;9195
390000;2;1;860;1800;1;0;0;3;7;860;0;1909;0;476.334;-122.371;2160;3120
410000;2;1.5;1180;1034;2;0;0;3;7;1120;60;2001;0;47.678;-122.322;1137;1034
290000;2;1;770;4800;1;0;0;3;7;770;0;1943;0;47.527;-122.383;1390;4800
476100;4;2.5;1850;1836;2;0;0;3;7;1600;250;2005;0;475.529;-121.996;1770;2236
278000;3;1;1230;9440;1;0;0;3;7;1230;0;1978;0;474.657;-121.747;1230;10296
249950;3;1.5;1090;7698;1;0;0;5;7;1090;0;1966;0;474.553;-122.174;1540;7624
487500;5;3.5;3530;218472;2;0;0;3;7;2380;1150;1999;0;477.309;-121.905;2110;211404
648000;4;2.5;3290;6203;2;0;0;3;9;3290;0;2008;0;475.441;-121.86;2990;6835
685000;3;3.25;2030;11070;2;0;0;4;8;2030;0;1980;0;476.478;-122.117;2450;11070
421000;4;2.25;1310;8400;1;0;0;4;7;1310;0;1966;0;477.317;-122.181;1600;8400
485000;4;3.5;3273;5115;2;0;0;3;8;2671;602;2014;0;474.477;-122.204;2996;5100
431000;2;1.5;1300;4000;1.5;0;0;4;6;1300;0;1900;0;475.937;-122.301;1480;4000
641500;1;1;1000;9084;1;1;3;3;7;1000;0;1950;0;475.007;-122.382;1090;6536
325000;2;1;1070;5080;1;0;0;5;6;1070;0;1942;0;475.224;-122.35;900;5080
401000;3;3.25;1770;1977;3;0;0;3;8;1770;0;2001;0;477.186;-122.314;1860;2210
899000;3;1;1480;6978;2;0;0;4;8;1480;0;1949;1985;476.497;-122.217;2660;13062
350000;3;2;1320;1298;3;0;0;3;7;1320;0;1995;0;476.959;-122.376;1380;1503
459000;4;3;2530;10000;2;0;0;3;7;2530;0;2013;0;47.431;-122.335;1420;9898
450000;3;2.5;2410;4293;2;0;0;3;7;2410;0;2007;0;475.196;-121.869;2190;5900
825000;5;2.5;2890;5110;2;0;2;3;9;2890;0;2003;0;475.453;-121.995;3010;5110
240000;4;2.5;2040;11841;2;0;0;3;7;2040;0;1994;0;473.691;-122.074;1730;8808
370000;4;1.5;1370;9957;1;0;0;3;7;900;470;1972;0;477.237;-122.181;1510;8088
237500;3;1.75;1050;7854;1;0;0;4;7;1050;0;1975;0;473.011;-122.369;1360;7668
350000;3;1;1010;9360;1;0;0;3;6;1010;0;1981;0;476.874;-122.168;1470;9360
609000;4;3.5;3990;11270;2;0;3;3;9;2930;1060;2007;0;47.488;-122.225;1980;11328
725000;5;2.5;3210;12000;1;0;0;4;8;1830;1380;1968;0;476.205;-122.148;2450;12000
389000;2;1;910;7000;1;0;0;3;7;910;0;1952;0;476.999;-122.305;1260;7528
395000;3;2.5;2130;5088;2;0;0;3;8;1840;290;2011;0;477.329;-121.976;2130;5762
219950;3;1.5;1070;6601;1;0;0;3;6;1070;0;1985;0;473.115;-122.209;1030;6614
217450;3;1;1040;5000;1;0;0;3;7;1040;0;1959;0;475.122;-122.358;1440;5000
352500;3;1.75;1500;10269;1;0;0;3;7;1030;470;1958;0;477.672;-122.348;2090;10269
202000;2;1;740;6550;1;0;0;4;5;740;0;1946;0;474.807;-122.332;1080;8515
340000;4;2.5;2550;7555;2;0;0;3;8;2550;0;2001;0;472.614;-122.29;2550;6800
520000;3;2.75;1700;3264;1;0;0;3;7;1060;640;1919;0;476.767;-122.311;1880;4080
1.30E+06;4;2.25;2860;5658;2;0;3;3;10;2130;730;1933;0;476.395;-122.409;2700;5221
520000;3;2.25;2590;9263;1;0;0;5;8;1440;1150;1977;0;477.691;-122.262;2580;9450
485500;4;2.5;2320;3974;2;0;0;3;7;2320;0;1999;0;47.532;-121.88;2620;4539
245000;2;1;820;7475;1;0;0;3;6;820;0;1945;0;477.321;-122.341;1030;5720
549000;2;2.5;1380;953;3;0;0;3;9;1380;0;2006;0;476.654;-122.355;1430;3400
899000;4;2.5;4080;10295;2;0;0;3;10;4080;0;1998;0;475.933;-121.982;3470;10295
1.00E+06;5;4.25;3920;16258;2;0;0;3;9;2900;1020;1990;0;475.871;-122.192;2540;12131
1.40E+06;5;3;3850;14990;1;0;0;4;9;2290;1560;1964;0;476.425;-122.218;3010;15001
289000;3;2.5;1490;8628;2;0;0;3;7;1490;0;1994;0;473.643;-122.041;1640;8514
800000;4;3.5;2370;3302;2;0;0;3;8;1610;760;1926;2014;47.684;-122.341;2170;3800
559000;2;2;1660;4500;1;0;0;3;8;1660;0;2003;0;477.094;-122.031;1670;5580
465000;3;1;910;3880;1;0;0;3;7;780;130;1942;0;476.862;-122.392;1220;3880
346950;3;1.75;1830;10954;1;0;0;3;7;1830;0;1963;0;477.554;-122.306;1850;8624
439000;3;2.25;1830;13477;1;0;3;4;7;1170;660;1981;0;477.243;-122.21;1960;11344
490000;4;3.5;3200;6420;2;0;0;3;9;3200;0;2006;0;473.545;-122.001;3200;6291
215000;4;1.75;1630;8000;1;0;0;3;7;1630;0;1959;0;473.948;-122.201;1630;7700
990000;4;2.5;2780;10480;1;0;3;3;7;1390;1390;1967;0;476.597;-122.204;2860;10506
799990;4;2.75;3110;6050;2;0;0;3;9;3110;0;2014;0;47.705;-122.126;3590;6054
550000;3;1;1110;6000;1;0;0;3;7;1110;0;1904;0;476.461;-122.357;1460;6000
400000;3;2.5;1600;2388;2;0;0;3;8;1600;0;2004;0;475.345;-122.069;1410;1287
632500;4;2;1770;5000;2;0;0;4;7;1770;0;1906;0;476.748;-122.386;1550;5000
930000;4;4;6050;84942;2.5;0;2;3;9;4150;1900;2009;0;477.466;-122.029;2700;199504
191000;2;1;700;5000;1;0;0;5;6;700;0;1952;0;474.927;-122.172;1040;5200
453000;4;1.75;2120;7420;1;0;0;4;7;1060;1060;1956;0;476.019;-122.13;1540;7420
570000;3;2.25;2010;6000;1;0;0;3;8;1330;680;1975;0;476.912;-122.115;2080;8260
609900;4;2.5;3190;7399;2;0;0;3;10;3190;0;2006;0;473.558;-122.004;3250;7323
722000;3;2.5;2230;4850;2;0;0;3;8;2230;0;2014;0;477.295;-122.334;2230;4513
173250;3;2;1210;9097;1;0;0;4;7;1210;0;1954;0;474.849;-122.303;1360;10125
630000;3;1.75;1540;6930;1;0;0;3;7;1250;290;1944;0;476.782;-122.278;1760;6930
1.30E+06;5;1.75;2130;19180;1;0;0;3;8;1500;630;1968;0;47.638;-122.213;3650;19180
517500;3;2.5;1810;4332;2;0;0;3;8;1810;0;1992;0;475.776;-121.996;1740;4332
540000;4;2.5;2050;34222;2;0;0;4;8;2050;0;1989;0;477.572;-122.022;2240;51400
309950;2;1.5;1510;9843;1;0;0;4;7;1510;0;1961;0;474.419;-122.27;1590;9368
175000;2;1;1300;44431;1;0;0;5;6;1300;0;1958;0;47.327;-122.267;1470;14850
348500;3;1.5;1360;10726;1;0;0;4;7;1360;0;1966;0;474.948;-122.134;1650;10726
750000;5;1.75;2640;13290;1;1;4;4;8;1400;1240;1954;0;475.022;-122.223;2400;11942
363500;4;2.5;2680;7700;2;0;0;4;8;2680;0;1990;0;474.094;-122.17;2400;7700
315000;3;2.5;1570;2865;2;0;0;3;7;1570;0;2003;0;475.412;-122.288;1610;2582
510000;2;1;810;6480;1;0;0;5;6;810;0;1942;0;476.493;-122.398;1920;6000
230000;5;2;1930;6120;1.5;0;0;3;6;1930;0;1941;1969;475.073;-122.337;1130;6120
524000;2;1;1120;2000;1.5;0;0;3;7;1120;0;1910;0;476.454;-122.354;1500;4000
407500;3;2.5;1930;10460;2;0;0;3;8;1930;0;1996;0;474.938;-122.161;2290;8228
612995;5;3.5;3240;6919;2;0;0;3;8;2760;480;2014;0;474.779;-122.122;2970;5690
395000;3;1.75;1740;6220;1;0;0;4;6;1740;0;1954;0;47.762;-122.362;1630;8418
437500;2;1.5;1210;1232;3;0;0;3;8;1210;0;2007;0;476.712;-122.39;1330;1174
415000;3;1.75;1340;63597;1;0;0;4;7;1340;0;1963;0;474.379;-122.011;1950;87120
375000;3;2.5;2424;5931;2;0;0;3;9;2424;0;2014;0;473.515;-122.134;2424;6036
600000;2;1.75;2080;13054;1;0;1;3;7;2080;0;1951;0;477.435;-122.292;2440;13054
245000;3;2;1390;8250;1;0;0;3;7;1390;0;1987;0;473.707;-122.094;1390;7875
811500;5;4.25;3970;4500;2;0;0;3;9;2860;1110;2004;0;475.402;-122.069;3480;4500
898000;3;2.25;2580;11060;1;0;0;3;8;2580;0;1964;0;476.113;-122.164;2580;13868
290000;2;1;850;6800;1;0;0;3;7;850;0;1948;0;477.282;-122.337;870;6800
210000;3;2;1830;4992;1;0;0;3;7;1230;600;1953;0;475.145;-122.27;2050;7740
240000;3;1.75;1510;10248;1;0;0;3;7;1510;0;1969;0;472.929;-122.371;1510;9753
653450;3;2.5;2070;49658;1;0;0;4;8;1540;530;1980;0;475.936;-122.013;2620;35160
399950;3;2.5;1230;922;2;0;0;3;8;1080;150;2009;0;476.518;-122.384;1230;1237
615000;3;2.25;1760;1146;3;0;0;3;9;1760;0;2014;0;476.073;-122.304;1346;3472
390000;4;2.5;2154;4153;2;0;0;3;9;2154;0;2012;0;474.557;-122.13;2154;4091
430000;2;1;950;6426;1;0;0;3;7;950;0;1949;0;475.653;-122.37;1360;2550
954500;3;2.25;2440;9689;1;0;2;4;8;1830;610;1974;0;476.141;-122.111;2730;9689
875909;4;2.5;3610;13292;2;0;0;3;10;3610;0;1996;0;475.868;-121.974;3000;10776
415000;3;1.75;1960;5000;1;0;0;5;6;980;980;1911;0;475.576;-122.317;1790;5000
255000;3;1.5;1110;10296;1;0;0;5;7;1110;0;1964;0;47.422;-122.153;1330;10296
249900;3;2.5;1610;3517;2;0;0;3;8;1610;0;2005;0;474.496;-122.189;1830;2889
467000;4;2.75;2170;5024;2;0;0;3;8;2170;0;2012;0;47.495;-122.145;2460;5024
500000;3;2.5;1720;3012;2;0;0;3;9;1720;0;2011;0;477.312;-122.334;1720;7658
804100;4;2.5;3070;8086;2;0;0;3;10;3070;0;2005;0;475.399;-122.16;3320;10738
760000;2;1;1410;3600;1.5;0;0;4;7;1310;100;1925;0;476.695;-122.338;1740;4200
253400;3;2;1400;8640;1;0;0;5;7;1400;0;1968;0;473.182;-122.319;1270;9375
384000;4;1.75;2100;7135;1;0;0;4;7;1050;1050;1955;0;475.353;-122.349;1730;4000
390000;3;1;1010;7920;1;0;0;3;6;1010;0;1925;0;475.249;-122.37;1520;7560
452000;3;2.5;1530;5032;2;0;0;3;7;1530;0;1998;0;476.985;-122.349;1450;2136
480000;2;1;710;4800;1;0;0;2;6;710;0;1950;0;476.212;-122.298;1480;1721
461550;3;1.5;2090;11895;1;0;0;3;7;1790;300;1954;0;475.362;-122.267;2180;11072
425000;4;2.5;2689;6688;2;0;0;3;9;2689;0;2006;0;473.803;-122.184;2665;5700
300000;4;2.5;2090;5195;2;0;0;3;7;2090;0;2007;0;473.986;-122.166;2090;5236
430000;2;1;1050;2570;1;0;0;5;7;850;200;1927;0;476.764;-122.366;1080;2800
415000;3;2.25;1445;1512;2;0;0;3;7;1300;145;2004;0;475.341;-122.069;1445;1082
499160;4;2.5;2628;11466;2;0;0;3;9;2628;0;2014;0;472.904;-122.264;2849;10909
495000;3;1.75;2080;3000;1;0;0;4;7;1040;1040;1925;0;476.853;-122.35;1000;3193
1.05E+06;3;2.25;2480;15022;1;0;4;3;9;1330;1150;1967;2003;475.497;-122.396;2500;8178
712000;3;1;1250;4620;1.5;0;0;4;7;1150;100;1900;0;47.651;-122.341;1900;4400
338800;4;2.25;1800;2752;2;0;0;3;8;1800;0;2014;0;475.165;-122.346;1800;2752
359500;6;3.75;3190;4700;2;0;0;3;8;3190;0;2003;0;473.724;-122.105;2680;5640
779000;5;2.25;2830;7738;2;0;0;4;8;2830;0;1977;0;475.582;-122.136;2300;9840
447450;3;2.25;1570;7200;2;0;0;3;8;1570;0;1991;0;477.332;-122.232;1620;7318
1.25E+06;3;2.75;2780;4815;3;0;2;3;10;2780;0;1974;0;476.569;-122.286;2820;5000
672500;4;2.5;3470;6651;2;0;0;3;9;3470;0;2005;0;475.426;-121.879;2730;6179
630000;5;2;1900;5000;1;0;2;3;8;1720;180;1957;0;476.735;-122.362;1770;5000
325000;1;1;730;1942;1;0;0;3;7;730;0;2009;0;475.943;-122.299;1020;2044
620000;3;1.75;1458;858;2;0;0;3;8;950;508;2014;0;47.592;-122.293;1458;3000
336750;2;2.25;1170;1011;2;0;0;3;7;1170;0;2009;0;475.321;-122.073;1240;750
500000;3;1.75;1540;10800;1;0;0;5;6;770;770;1947;0;475.763;-122.222;2020;10800
965000;4;2.5;4070;57587;2;0;0;3;10;4070;0;1989;0;476.908;-122.052;3890;35960
290000;2;1;1340;9840;1;0;0;3;7;1340;0;1949;0;477.202;-122.339;1610;8949
265000;3;1.5;1560;10489;1;0;0;5;7;1560;0;1961;0;472.048;-121.999;1400;10489
499000;3;1.75;2650;11774;1;0;1;3;8;2240;410;1952;0;474.909;-122.363;2650;10120
315000;2;1;790;6969;1;0;0;3;6;790;0;1955;1984;476.978;-122.164;1380;12196
550000;3;2.5;2720;62310;1;0;0;3;8;2040;680;1985;0;474.168;-122.074;2770;204296
220000;3;1.75;1720;7587;1;0;0;4;7;1140;580;1981;0;473.175;-122.182;1120;7287
502500;5;2.5;2430;6168;2;0;0;3;8;2430;0;2007;0;475.237;-122.199;2150;8400
525000;3;1.75;1600;9579;1;0;0;3;8;1180;420;1977;0;477.662;-122.159;1750;9829
503000;3;2;2590;108900;2;0;0;3;8;1980;610;1988;0;474.088;-122.055;3170;108900
299000;3;1;1200;15843;1;0;2;3;7;1200;0;1955;0;474.991;-121.779;1410;15843
456000;4;1;1700;7689;1;0;0;3;7;1080;620;1977;0;476.955;-122.116;1700;7333
419900;3;1.5;1450;7000;1;0;0;3;7;1450;0;1955;0;475.983;-122.15;1490;7245
504750;3;2.5;2490;21937;2;0;0;3;8;2490;0;1993;0;476.442;-121.898;2450;21937
702000;4;2.5;3280;5876;2;0;0;3;7;3280;0;2004;0;476.802;-122.034;2600;5000
325000;3;2.5;2000;7205;2;0;0;3;8;2000;0;1998;0;473.499;-122.302;2180;7611
625000;3;3.5;1810;1846;2;0;0;4;8;1440;370;2009;0;47.607;-122.305;1480;3600
607000;5;1.75;1910;5428;1;0;0;3;8;1390;520;1954;0;475.333;-122.392;1820;5900
262000;2;1;1500;4120;1.5;0;0;3;5;880;620;1928;0;474.857;-122.2;1300;4120
345000;3;2.25;1690;14615;2;0;0;4;7;1690;0;1979;0;474.492;-121.78;1390;11360
225000;3;1;990;8012;1;0;0;4;7;990;0;1966;0;474.557;-122.181;1260;9060
980000;5;2.5;2750;6000;1.5;0;0;3;8;1750;1000;1904;1994;476.729;-122.334;1520;4158
195000;3;1;1280;6967;1.5;0;0;3;7;1280;0;1949;0;477.512;-122.329;1280;7245
429900;4;3.25;3760;4675;2;0;0;3;8;2740;1020;2007;0;473.862;-122.048;3280;4033
1.25E+06;4;2.5;2920;5500;1;0;3;3;10;2030;890;1957;0;476.406;-122.412;3790;5500
298500;4;2.5;1890;5954;2;0;0;3;7;1890;0;2004;0;473.293;-122.194;2030;5880
289000;3;1.75;1260;8400;1;0;0;3;7;1260;0;1954;0;474.366;-122.335;1290;8750
250000;4;2;2170;5404;1.5;0;0;5;6;1470;700;1920;0;473.046;-122.22;1030;5477
800000;4;3.75;2690;4000;2;0;3;4;9;2120;570;1909;1989;476.418;-122.372;2830;4000
277000;3;1;1100;8536;1;0;0;4;7;1100;0;1957;0;475.162;-122.261;1570;8040
535000;4;2.25;2810;12607;2;0;0;3;10;2810;0;1985;0;474.585;-122.13;2810;17400
650000;3;2.5;2320;5284;2;0;0;3;8;2320;0;2004;0;47.591;-122.017;2320;4383
630000;2;1.75;1260;5300;1;0;0;4;7;840;420;1951;0;476.809;-122.348;1280;3000
265000;4;1.5;1240;8158;1;0;0;4;7;1110;130;1961;0;473.716;-122.31;1520;8147
